Number,NumberInFile,Area,Mean,StdDev,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,Ch,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,ImageNumber,Concentration,Channel
2589,71,336,6438.81,3106.401,3568,15872,1057.042,384.628,1054.673,385.105,75.553,1045,374,25,22,26.665,16.044,37.469,0.74,28.178,2163440,5056,1.508,1.044,100,2163440,3,1045,389,27.474,18.308,1.662,0.602,0.874,2645,0.01,n
2590,72,1296,5820.926,2809.029,3248,14208,468.59,404.358,472.571,404.741,129.936,447,384,41,41,42.501,38.826,139.714,0.965,43.932,7543920,4368,1.406,0.603,100,7543920,3,455,388,131.309,38.8,1.095,0.914,0.978,2645,0.01,n
2591,73,389,13278.19,2517.011,9152,18112,533.168,402.346,532.459,402.312,73.12,521,390,24,23,23.267,21.287,14.609,0.914,25.0,5165216,14144,-0.164,-1.565,100,5165216,3,521,400,163.74,22.19,1.093,0.915,0.951,2645,0.01,n
2592,74,123,5383.154,752.946,4032,6848,1088.988,398.622,1088.922,398.875,39.311,1083,392,12,13,12.83,12.207,66.463,1.0,13.342,662128,5392,0.071,-1.118,100,662128,3,1087,405,77.005,12.0,1.051,0.951,0.976,2645,0.01,n
2593,75,199,6690.492,544.798,5744,9904,1004.671,401.671,1004.738,401.551,52.338,997,393,15,18,19.869,12.752,125.08,0.913,20.248,1331408,6624,2.102,8.063,100,1331408,3,999,393,122.905,13.435,1.558,0.642,0.973,2645,0.01,n
2594,76,549,14438.82,1420.434,10864,17760,497.981,409.205,498.025,408.673,89.394,485,394,25,29,30.318,23.056,76.205,0.863,31.401,7926912,14544,0.005,-0.95,100,7926912,3,487,423,52.765,23.016,1.315,0.76,0.944,2645,0.01,n
2595,77,63,5560.889,308.728,4768,6320,1077.77,398.056,1077.826,398.024,28.775,1073,394,9,8,9.708,8.263,162.12,0.956,10.817,350336,5536,0.193,0.545,100,350336,3,1073,396,146.31,8.0,1.175,0.851,0.969,2645,0.01,n
2596,78,350,9851.2,1232.163,7536,15040,418.117,407.817,418.157,408.222,78.919,406,396,23,24,23.316,19.113,47.413,0.706,27.459,3447920,9776,0.929,1.522,100,3447920,3,406,413,33.111,20.858,1.22,0.82,0.862,2645,0.01,n
2597,79,755,6851.709,2706.28,3648,14240,1029.881,412.904,1029.472,411.74,100.543,1012,398,34,28,34.142,28.156,12.614,0.939,35.171,5173040,5664,1.154,0.055,100,5173040,3,1012,420,14.826,28.0,1.213,0.825,0.977,2645,0.01,n
2598,80,105,5617.981,1115.56,3584,7568,1062.262,409.795,1062.882,409.852,37.525,1055,405,14,10,13.878,9.634,179.796,0.937,14.142,589888,5904,-0.248,-1.354,100,589888,3,1055,408,171.87,10.0,1.441,0.694,0.942,2645,0.01,n
2599,81,255,4055.592,665.43,2912,6400,1075.767,417.527,1075.229,417.392,57.025,1067,408,17,19,19.26,16.858,89.84,0.985,19.647,1034176,3968,0.813,0.685,100,1034176,3,1073,427,75.256,17.0,1.143,0.875,0.973,2645,0.01,n
2600,82,346,3108.393,330.089,2528,5152,959.315,434.289,959.274,434.415,66.791,949,423,20,23,22.621,19.475,95.685,0.975,23.195,1075504,3088,2.035,8.143,100,1075504,3,956,423,97.431,20.0,1.162,0.861,0.971,2645,0.01,n
2601,83,575,5539.367,1238.372,3936,11552,393.74,440.213,394.29,439.176,88.98,381,425,24,31,31.232,23.441,108.396,0.913,32.894,3185136,5072,1.574,2.702,100,3185136,3,390,425,109.537,24.0,1.332,0.751,0.966,2645,0.01,n
2602,84,104,7448.0,1056.115,5856,10784,1127.625,432.356,1127.802,432.554,36.263,1122,426,11,12,12.156,10.893,117.868,0.994,12.649,774592,7136,1.379,1.391,100,774592,3,1126,426,108.435,11.0,1.116,0.896,0.977,2645,0.01,n
2603,85,864,14405.241,1635.017,8736,19504,1019.067,446.242,1019.277,445.786,111.075,1004,427,30,38,39.182,28.076,77.443,0.88,38.949,12446128,14528,-0.445,0.445,100,12446128,3,1006,460,48.122,28.001,1.396,0.717,0.943,2645,0.01,n
2604,86,125,2819.072,390.111,2016,4480,944.068,440.172,944.015,439.958,42.645,936,434,16,12,15.227,10.452,148.723,0.864,16.643,352384,2784,1.138,3.116,100,352384,3,938,435,147.265,11.142,1.457,0.686,0.909,2645,0.01,n
2605,87,127,9905.512,2217.019,6592,14960,1137.224,441.043,1136.817,440.42,40.948,1130,434,13,14,14.121,11.451,114.49,0.952,14.866,1258000,9600,0.328,-1.03,100,1258000,3,1134,434,109.654,11.314,1.233,0.811,0.955,2645,0.01,n
2606,88,393,5532.662,786.33,4128,8496,699.029,449.004,698.919,449.507,81.323,689,436,22,29,26.414,18.944,97.736,0.747,29.833,2174336,5440,1.045,1.319,100,2174336,3,690,436,103.57,20.9,1.394,0.717,0.925,2645,0.01,n
2607,89,699,5770.094,2632.645,3152,13504,1046.808,449.695,1043.998,449.626,96.939,1031,436,32,27,33.467,26.593,158.301,0.935,35.0,4033296,4832,1.415,0.903,100,4033296,3,1033,439,143.13,26.667,1.259,0.795,0.97,2645,0.01,n
2608,90,858,7696.168,1936.305,5312,14640,469.121,459.164,469.232,460.343,106.81,454,440,31,37,36.59,29.856,99.748,0.945,37.483,6603312,7184,1.207,1.064,100,6603312,3,468,440,99.211,30.414,1.226,0.816,0.973,2645,0.01,n
2609,91,652,7300.589,2860.327,4592,17888,682.638,459.943,683.342,463.175,102.643,671,441,22,41,41.86,19.832,104.478,0.778,42.72,4759984,6288,1.847,2.937,100,4759984,3,676,441,106.314,21.291,2.111,0.474,0.947,2645,0.01,n
2610,92,89,7056.18,776.407,5856,9728,1143.084,453.669,1143.254,453.691,34.565,1138,447,10,13,12.514,9.055,98.286,0.936,13.153,628000,6912,1.226,1.497,100,628000,3,1142,447,98.746,9.61,1.382,0.724,0.937,2645,0.01,n
2611,93,203,6888.906,1223.416,5472,11072,714.589,458.273,714.731,458.733,54.142,704,450,20,15,19.082,13.545,153.471,0.87,20.224,1398448,6560,1.107,0.642,100,1398448,3,704,460,171.469,13.864,1.409,0.71,0.953,2645,0.01,n
2612,94,59,7710.644,1413.798,6144,11776,1134.72,455.737,1134.419,455.835,28.215,1130,451,9,9,9.684,7.757,130.936,0.931,10.817,454928,7408,1.026,0.317,100,454928,3,1130,453,146.31,8.433,1.248,0.801,0.922,2645,0.01,n
2613,95,57,7391.158,756.476,5936,8896,662.535,457.482,662.451,457.32,26.876,658,453,8,9,9.229,7.864,92.71,0.992,9.487,421296,7552,-0.248,-0.861,100,421296,3,661,453,108.435,8.0,1.174,0.852,0.974,2645,0.01,n
2614,96,183,4667.628,822.919,3664,8640,942.342,466.577,942.563,466.958,48.901,935,459,14,16,16.302,14.293,76.027,0.962,17.088,854176,4432,2.41,6.527,100,854176,3,941,475,69.444,14.0,1.141,0.877,0.966,2645,0.01,n
2615,97,272,5065.471,1043.519,3808,10096,987.996,469.912,987.777,470.5,60.705,978,460,19,21,20.113,17.219,82.518,0.928,21.587,1377808,4752,2.127,5.21,100,1377808,3,986,481,76.608,17.678,1.168,0.856,0.946,2645,0.01,n
2616,98,55,7960.145,1207.993,6480,10944,666.936,469.264,666.844,469.495,26.127,663,465,8,9,8.885,7.881,85.785,1.0,9.22,437808,7536,0.802,-0.584,100,437808,3,665,465,102.529,8.0,1.127,0.887,0.948,2645,0.01,n
2617,99,274,9442.569,2252.339,5216,14000,714.314,471.876,712.81,471.765,69.044,701,465,27,14,27.541,12.667,174.951,0.722,27.166,2587264,9600,-0.212,-0.812,100,2587264,3,701,476,6.34,12.894,2.174,0.46,0.898,2645,0.01,n
2618,100,655,4663.353,602.598,3360,6960,363.947,484.396,363.66,485.006,91.567,350,470,29,28,29.75,28.033,42.15,0.982,30.61,3054496,4656,0.306,-0.135,100,3054496,3,352,495,38.367,28.0,1.061,0.942,0.986,2645,0.01,n
2619,101,90,7127.644,1757.054,4496,12848,937.367,477.856,937.648,478.41,35.549,931,472,12,12,13.452,8.519,140.301,0.895,13.601,641488,7056,0.983,1.106,100,641488,3,934,472,126.027,8.875,1.579,0.633,0.923,2645,0.01,n
2620,102,92,9752.522,2470.251,6544,16176,674.957,478.424,675.556,478.391,34.255,669,473,11,11,11.518,10.17,61.272,0.985,12.207,897232,9088,0.904,-0.142,100,897232,3,671,483,55.008,9.899,1.132,0.883,0.963,2645,0.01,n
2621,103,61,5647.475,500.291,4752,7488,961.779,477.205,961.771,477.25,27.52,957,473,9,9,8.912,8.715,59.118,1.0,9.487,344496,5584,1.178,2.288,100,344496,3,961,482,71.565,8.944,1.023,0.978,0.946,2645,0.01,n
2622,104,153,9867.399,1200.719,7696,14192,610.363,484.075,610.254,484.401,47.127,604,475,12,17,18.642,10.45,65.787,0.866,19.235,1509712,9840,0.5,0.127,100,1509712,3,605,492,62.103,11.18,1.784,0.561,0.965,2645,0.01,n
2623,105,242,14756.694,2099.797,10528,19568,698.0,486.36,697.539,486.643,57.362,688,478,20,16,19.774,15.583,166.861,0.924,20.248,3571120,14304,0.512,-0.972,100,3571120,3,689,482,159.775,16.0,1.269,0.788,0.966,2645,0.01,n
2624,106,15,6518.4,405.98,6000,7152,952.233,481.567,952.215,481.636,13.616,950,479,4,5,5.235,3.648,62.451,1.0,5.831,97776,6384,0.357,-1.338,100,97776,3,951,484,59.036,3.536,1.435,0.697,0.968,2645,0.01,n
2625,107,430,5118.437,1235.543,3648,11248,767.277,494.023,768.202,494.784,77.962,756,481,22,26,26.5,20.66,110.191,0.889,28.018,2200928,4800,1.651,2.827,100,2200928,3,760,483,124.824,21.543,1.283,0.78,0.943,2645,0.01,n
2626,108,161,5662.211,944.927,4272,9232,715.55,490.121,715.198,489.911,48.096,708,482,14,16,16.399,12.501,77.222,0.875,17.088,911616,5360,1.489,2.019,100,911616,3,713,482,110.556,13.399,1.312,0.762,0.907,2645,0.01,n
2627,109,449,5723.902,1640.946,3936,11952,623.988,495.451,622.441,495.373,79.196,610,484,28,22,28.613,19.98,20.653,0.9,30.463,2570032,5168,1.505,1.899,100,2570032,3,610,502,23.199,21.466,1.432,0.698,0.961,2645,0.01,n
2628,110,885,11738.034,1336.985,8608,15584,996.607,507.001,996.095,506.979,133.119,973,486,44,34,45.795,24.606,21.646,0.628,48.6,10388160,11728,0.083,-0.562,100,10388160,3,977,518,36.634,28.068,1.861,0.537,0.825,2645,0.01,n
2629,111,117,10489.709,2730.105,6816,17776,678.397,494.577,678.925,494.115,39.18,672,488,12,13,13.291,11.208,110.052,0.958,14.318,1227296,9792,0.654,-0.5,100,1227296,3,675,488,114.775,12.0,1.186,0.843,0.94,2645,0.01,n
2630,112,634,10833.186,1459.289,8912,15984,899.019,506.256,899.043,505.716,103.739,882,493,35,27,33.339,24.213,176.42,0.74,35.693,6868240,10272,1.553,1.57,100,6868240,3,882,506,11.31,26.358,1.377,0.726,0.878,2645,0.01,n
2631,113,594,7387.852,1212.981,5792,13344,798.404,507.525,797.702,507.564,95.116,781,495,35,25,37.406,20.219,156.609,0.825,37.696,4388384,7008,1.59,2.864,100,4388384,3,781,498,158.199,21.466,1.85,0.541,0.951,2645,0.01,n
2632,114,133,5999.158,850.975,4896,9296,710.741,501.801,710.338,501.875,44.307,702,496,17,11,17.419,9.722,170.875,0.851,17.263,797888,5776,1.577,2.731,100,797888,3,702,500,169.992,10.119,1.792,0.558,0.93,2645,0.01,n
2633,115,506,5650.277,742.021,4320,8640,628.342,514.769,628.292,514.565,88.656,612,502,33,25,36.163,17.815,28.204,0.809,36.056,2859040,5536,1.193,1.997,100,2859040,3,614,524,33.69,18.493,2.03,0.493,0.961,2645,0.01,n
2634,116,803,9846.795,2359.694,6064,17456,710.664,529.217,709.344,528.538,105.99,696,510,28,39,39.927,25.607,112.603,0.898,41.231,7906976,9312,0.985,0.365,100,7906976,3,702,511,112.834,26.8,1.559,0.641,0.976,2645,0.01,n
2635,117,38,6002.947,1196.642,4640,9120,871.947,513.816,872.14,513.565,22.048,868,510,7,7,6.976,6.936,15.945,0.982,7.616,228112,5712,0.91,-0.106,100,228112,3,871,510,113.199,7.0,1.006,0.994,0.962,2645,0.01,n
2636,118,260,7036.615,2733.917,3152,14368,787.581,521.735,787.924,520.398,61.668,777,511,20,21,23.049,14.363,132.644,0.859,22.804,1829520,6048,0.805,-0.518,100,1829520,3,779,513,127.875,15.32,1.605,0.623,0.945,2645,0.01,n
2637,119,261,4362.299,813.265,3280,7840,925.787,522.125,925.675,521.769,58.461,916,513,19,19,19.701,16.868,61.155,0.96,20.616,1138560,4208,1.418,2.642,100,1138560,3,920,531,50.906,16.971,1.168,0.856,0.956,2645,0.01,n
2638,120,435,4424.313,1116.496,3264,9424,905.525,533.528,905.511,532.532,81.33,895,521,23,27,28.936,19.141,61.49,0.826,30.887,1924576,4096,2.043,4.122,100,1924576,3,900,548,60.945,21.315,1.512,0.661,0.914,2645,0.01,n
2639,121,288,5036.056,964.17,3664,9264,887.191,532.882,886.898,532.684,68.785,876,523,20,22,21.207,17.291,126.409,0.765,24.413,1450384,4880,1.501,2.765,100,1450384,3,879,525,124.992,19.692,1.226,0.815,0.878,2645,0.01,n
2640,122,860,8263.609,2348.216,4592,15616,946.686,541.588,947.44,543.46,106.364,931,524,33,36,34.959,31.322,94.614,0.955,37.108,7106704,8144,0.344,-0.798,100,7106704,3,941,524,104.036,32.2,1.116,0.896,0.977,2645,0.01,n
2641,123,816,5345.843,647.012,4000,7488,646.912,547.028,646.894,546.919,102.869,630,531,33,32,34.499,30.115,48.888,0.969,35.228,4362208,5248,0.745,0.414,100,4362208,3,632,557,34.592,29.669,1.146,0.873,0.978,2645,0.01,n
2642,124,161,4635.627,933.009,3328,6800,916.997,540.941,917.398,541.343,47.832,910,531,13,18,17.779,11.53,67.165,0.884,18.439,746336,4400,0.527,-0.819,100,746336,3,914,549,77.471,11.628,1.542,0.649,0.973,2645,0.01,n
2643,125,180,12675.111,2060.913,8032,17040,688.239,539.322,688.433,539.695,48.654,679,532,17,14,16.618,13.792,174.595,0.956,17.72,2281520,13168,-0.938,-0.0004171,100,2281520,3,679,538,163.61,14.0,1.205,0.83,0.973,2645,0.01,n
2644,126,615,12345.47,1657.84,8768,17648,859.594,547.362,860.114,547.123,90.87,844,533,30,28,29.098,26.91,160.743,0.936,31.321,7592464,12208,0.132,-0.489,100,7592464,3,844,544,163.301,27.26,1.081,0.925,0.956,2645,0.01,n
2645,127,70,10074.514,1881.707,6624,12912,673.3,544.486,673.68,544.27,29.722,668,540,10,9,9.702,9.186,18.827,0.996,10.44,705216,10368,-0.273,-1.259,100,705216,3,668,546,16.699,9.0,1.056,0.947,0.966,2645,0.01,n
2646,128,217,4149.382,377.074,3280,5088,1100.795,553.408,1100.593,553.601,54.689,1091,545,19,17,21.05,13.126,32.284,0.912,21.095,900416,4176,-0.18,-0.619,100,900416,3,1092,559,31.43,13.416,1.604,0.624,0.969,2645,0.01,n
2647,129,700,4544.0,1072.195,2992,10752,891.271,566.304,890.552,566.226,95.316,875,553,32,27,33.34,26.733,160.676,0.968,33.838,3180800,4240,2.42,7.873,100,3180800,3,875,561,161.03,27.0,1.247,0.802,0.981,2645,0.01,n
2648,130,376,8722.723,2883.324,4576,15344,670.184,569.231,671.858,570.413,75.003,660,555,21,28,29.489,16.234,123.407,0.84,30.529,3279744,8032,0.319,-1.191,100,3279744,3,663,556,121.608,16.971,1.816,0.551,0.964,2645,0.01,n
2649,131,593,17244.384,2257.791,11696,22480,694.888,569.276,695.533,569.411,89.832,679,556,31,29,28.761,26.252,152.724,0.923,31.064,10225920,17424,-0.144,-0.281,100,10225920,3,679,567,3.691,25.681,1.096,0.913,0.962,2645,0.01,n
2650,132,328,4617.561,930.547,3056,10368,784.884,567.329,784.612,567.322,68.474,775,556,19,24,25.239,16.547,111.247,0.879,25.632,1514560,4464,2.035,7.121,100,1514560,3,780,556,110.556,17.441,1.525,0.656,0.94,2645,0.01,n
2651,133,160,10350.2,1917.975,8352,18528,725.419,564.906,724.97,565.084,46.522,717,558,16,15,16.799,12.126,144.975,0.929,16.763,1656032,9712,1.897,3.963,100,1656032,3,717,562,162.646,11.974,1.385,0.722,0.95,2645,0.01,n
2652,134,18,4757.333,327.029,4272,5360,1095.389,563.5,1095.393,563.54,15.835,1092,561,6,5,6.05,3.788,154.471,0.902,6.325,85632,4864,0.089,-1.041,100,85632,3,1092,562,161.565,4.243,1.597,0.626,0.923,2645,0.01,n
2653,135,855,6619.34,1064.142,4672,13440,400.223,577.783,400.355,577.981,105.844,382,563,37,30,37.134,29.316,174.477,0.959,37.336,5659536,6432,1.157,2.82,100,5659536,3,382,575,172.304,29.557,1.267,0.789,0.977,2645,0.01,n
2654,136,286,10784.392,2611.888,6496,18800,853.42,577.927,854.202,577.21,61.255,843,568,19,21,20.448,17.808,76.283,0.958,21.84,3084336,10464,0.627,-0.015,100,3084336,3,851,589,74.055,18.336,1.148,0.871,0.966,2645,0.01,n
2655,137,267,13935.281,1299.377,11568,17376,1264.695,578.773,1264.645,578.959,60.707,1256,568,16,21,20.945,16.23,90.876,0.91,21.84,3720720,13744,0.366,-0.677,100,3720720,3,1262,589,74.055,16.0,1.291,0.775,0.954,2645,0.01,n
2656,138,471,15509.13,2693.459,8496,21888,706.466,590.672,707.216,590.38,96.927,691,572,28,33,37.845,15.846,60.557,0.63,37.443,7304800,15520,-0.254,-0.419,100,7304800,3,693,604,55.886,19.137,2.388,0.419,0.834,2645,0.01,n
2657,139,1054,5823.651,1001.036,3264,8512,928.132,593.189,927.926,592.925,129.394,904,574,46,34,41.968,31.977,4.023,0.791,47.539,6138128,5920,-0.254,-0.176,100,6138128,3,904,604,14.621,34.0,1.312,0.762,0.938,2645,0.01,n
2658,140,197,7512.772,739.038,5504,9488,839.688,587.388,839.608,587.667,54.414,831,579,19,17,17.131,14.642,16.847,0.836,19.925,1480016,7472,0.202,0.324,100,1480016,3,831,584,162.474,14.23,1.17,0.855,0.934,2645,0.01,n
2659,141,74,8053.405,598.157,6832,9216,828.135,590.081,828.155,590.196,32.812,824,584,8,12,12.4,7.599,103.17,0.864,13.038,595952,8032,-0.033,-0.771,100,595952,3,825,585,122.471,7.891,1.632,0.613,0.925,2645,0.01,n
2660,142,307,15730.658,4530.079,7744,23808,723.754,594.832,722.718,593.953,63.778,713,585,21,19,22.293,17.534,157.4,0.948,22.472,4829312,16304,-0.141,-1.392,100,4829312,3,714,589,147.724,17.68,1.271,0.787,0.967,2645,0.01,n
2661,143,417,9327.962,844.659,7104,12448,666.143,597.488,665.994,597.566,77.915,654,586,24,25,23.677,22.424,114.688,0.863,26.401,3889760,9248,0.606,0.984,100,3889760,3,660,610,52.696,23.717,1.056,0.947,0.933,2645,0.01,n
2662,144,375,8455.595,2134.905,5456,17056,844.983,600.428,845.689,600.706,78.79,830,591,30,19,30.376,15.719,21.199,0.759,30.887,3170848,7888,1.356,1.963,100,3170848,3,833,608,29.055,16.128,1.932,0.517,0.932,2645,0.01,n
2663,145,174,4266.943,728.825,3424,7296,1263.167,601.5,1263.38,601.158,47.466,1255,595,16,14,16.491,13.434,14.679,0.971,16.763,742448,4032,2.076,4.486,100,742448,3,1255,604,17.354,13.864,1.228,0.815,0.964,2645,0.01,n
2664,146,30,4849.067,996.457,3232,6496,824.667,600.433,824.807,600.183,19.331,822,597,5,7,7.411,5.154,104.604,1.0,7.616,145472,4832,0.226,-0.965,100,145472,3,823,597,113.199,5.0,1.438,0.695,1.0,2645,0.01,n
2665,147,78,12763.692,541.572,11632,14384,649.5,605.0,649.546,605.032,31.43,645,600,9,10,10.465,9.49,90.0,0.992,10.817,995568,12720,0.423,0.3,100,995568,3,645,602,146.31,9.0,1.103,0.907,0.975,2645,0.01,n
2666,148,352,9167.955,1432.715,7120,13488,688.222,613.327,688.727,613.406,69.153,678,601,20,24,24.127,18.576,116.081,0.925,25.554,3227120,8928,0.834,0.041,100,3227120,3,682,602,120.579,19.403,1.299,0.77,0.955,2645,0.01,n
2667,149,383,4383.54,451.125,3440,6272,1238.651,616.871,1238.493,616.945,76.604,1231,602,16,30,30.951,15.756,91.895,0.82,30.414,1678896,4336,0.603,0.723,100,1678896,3,1234,602,99.462,16.0,1.964,0.509,0.962,2645,0.01,n
2668,150,527,4941.116,931.512,3312,7408,855.2,621.348,854.454,621.352,88.501,841,605,26,31,29.71,22.585,65.545,0.846,31.78,2603968,4944,0.313,-0.762,100,2603968,3,854,636,77.276,23.86,1.316,0.76,0.934,2645,0.01,n
2669,151,197,3555.005,381.53,2800,4768,1271.536,613.145,1271.278,613.297,50.719,1263,605,16,16,16.534,15.171,3.027,0.962,17.464,700336,3520,0.697,0.123,100,700336,3,1263,610,156.371,15.652,1.09,0.918,0.963,2645,0.01,n
2670,152,390,7382.482,1551.217,4656,11648,614.074,617.772,614.01,616.96,76.626,602,606,26,22,28.591,17.368,139.245,0.835,30.61,2879168,7184,0.876,0.259,100,2879168,3,604,608,141.633,18.806,1.646,0.607,0.956,2645,0.01,n
2671,153,213,5893.108,1361.84,3856,9680,738.434,614.829,737.756,614.385,52.367,729,607,18,16,18.177,14.92,23.547,0.976,18.682,1255232,5712,0.732,-0.203,100,1255232,3,729,617,15.524,15.179,1.218,0.821,0.962,2645,0.01,n
2672,154,1041,4017.353,525.037,2976,5712,1211.52,627.927,1211.198,627.706,118.909,1194,608,34,41,43.74,30.303,121.574,0.925,44.418,4182064,3920,0.576,-0.238,100,4182064,3,1199,610,121.185,31.113,1.443,0.693,0.977,2645,0.01,n
2673,155,422,6407.659,1249.706,4208,9872,946.616,624.398,947.222,624.515,74.298,936,611,21,26,26.229,20.485,97.066,0.961,26.476,2704032,6400,0.317,-0.537,100,2704032,3,943,611,100.886,21.0,1.28,0.781,0.976,2645,0.01,n
2674,156,141,4300.369,420.805,3568,5968,986.379,620.23,986.226,620.124,43.106,979,613,13,15,14.882,12.063,106.809,0.954,15.524,606352,4256,1.537,3.058,100,606352,3,984,613,104.931,12.728,1.234,0.811,0.949,2645,0.01,n
2675,157,645,3423.057,365.961,2672,5024,1260.443,629.325,1259.935,629.26,99.529,1245,614,31,29,31.525,26.05,134.147,0.818,33.015,2207872,3376,0.481,0.285,100,2207872,3,1248,617,144.866,28.894,1.21,0.826,0.916,2645,0.01,n
2676,158,980,3892.555,491.421,2864,6208,907.341,635.889,907.493,635.68,123.933,890,615,33,46,42.246,29.536,80.204,0.802,46.39,3814704,3808,0.937,1.244,100,3814704,3,902,615,97.431,31.307,1.43,0.699,0.929,2645,0.01,n
2677,159,104,5903.538,347.161,4992,7072,456.942,622.038,456.916,622.108,36.5,451,616,11,12,12.111,10.934,64.4,0.981,13.038,613968,5936,-0.15,0.656,100,613968,3,453,627,57.529,11.0,1.108,0.903,0.954,2645,0.01,n
2678,160,247,16060.891,3029.224,10944,24032,705.84,625.957,706.494,625.546,57.878,696,617,20,17,20.089,15.655,175.6,0.927,20.616,3967040,15520,0.528,-0.422,100,3967040,3,696,624,165.964,16.418,1.283,0.779,0.957,2645,0.01,n
2679,161,102,8057.412,957.759,6688,11616,682.843,627.02,683.01,627.079,37.745,677,621,13,11,13.375,9.71,163.129,0.9,13.928,821856,7872,1.106,1.152,100,821856,3,677,623,158.962,10.213,1.378,0.726,0.949,2645,0.01,n
2680,162,204,6063.451,1194.788,4144,9712,976.838,631.637,976.245,632.069,53.05,968,623,17,17,18.499,14.041,48.319,0.911,19.416,1236944,6048,0.534,-0.292,100,1236944,3,969,639,34.509,15.179,1.317,0.759,0.949,2645,0.01,n
2681,163,110,4948.218,952.484,3376,7104,991.055,634.045,990.669,634.288,38.779,985,627,11,14,12.969,10.799,107.986,0.919,14.142,544304,4704,0.624,-0.708,100,544304,3,991,627,98.13,11.0,1.201,0.833,0.928,2645,0.01,n
2682,164,205,5268.683,1213.764,3456,9664,723.929,639.168,723.927,638.688,52.736,715,631,17,16,19.017,13.726,41.028,0.926,19.416,1080080,4880,1.492,2.153,100,1080080,3,716,646,34.509,14.849,1.385,0.722,0.967,2645,0.01,n
2683,165,14,4877.714,194.735,4640,5312,737.143,637.786,737.108,637.784,13.23,735,636,4,4,4.699,3.794,144.485,1.0,5.0,68288,4864,0.678,-0.18,100,68288,3,735,636,126.87,4.0,1.239,0.807,0.966,2645,0.01,n
2684,166,202,6452.277,552.451,5472,8416,979.49,644.718,979.223,644.853,53.483,969,637,20,15,19.659,13.083,23.19,0.887,20.881,1303360,6336,1.031,0.628,100,1303360,3,969,647,16.699,14.097,1.503,0.665,0.935,2645,0.01,n
2685,167,633,4706.78,470.094,3792,6496,847.721,652.855,847.322,652.57,90.273,834,638,28,29,28.864,27.922,122.611,0.976,30.232,2979392,4656,0.613,0.053,100,2979392,3,840,639,124.216,28.0,1.034,0.967,0.978,2645,0.01,n
2686,168,475,9105.516,1179.847,5488,12176,649.677,651.479,650.038,651.843,102.031,630,639,37,27,34.622,17.469,151.967,0.573,38.328,4325120,9248,-0.213,-0.269,100,4325120,3,630,640,164.876,21.926,1.982,0.505,0.832,2645,0.01,n
2687,169,91,5506.989,1279.337,3792,9024,698.456,645.203,698.274,644.537,35.733,693,639,10,12,13.088,8.853,110.858,0.896,14.213,501136,5296,0.978,0.317,100,501136,3,693,640,129.289,9.303,1.478,0.676,0.933,2645,0.01,n
2688,170,45,3947.022,327.367,3520,4784,998.344,643.122,998.208,643.112,25.175,994,639,8,8,9.081,6.31,148.074,0.892,10.0,177616,3840,1.065,0.21,100,177616,3,994,641,143.13,6.261,1.439,0.695,0.928,2645,0.01,n
2689,171,340,9056.235,824.27,7168,11040,949.847,650.865,950.076,650.783,74.565,935,640,29,22,30.737,14.084,31.182,0.768,30.676,3079120,9136,-0.08,-0.764,100,3079120,3,935,656,19.026,14.31,2.182,0.458,0.952,2645,0.01,n
2690,172,15,4919.467,243.62,4592,5376,736.833,644.233,736.869,644.261,13.226,734,642,5,4,4.759,4.014,5.884,1.0,5.099,73792,4848,0.352,-1.04,100,73792,3,734,644,168.69,4.0,1.186,0.843,1.0,2645,0.01,n
2691,173,174,4892.23,954.856,3392,6912,993.19,651.632,992.343,651.67,51.143,983,645,20,12,19.403,11.418,1.8,0.836,20.1,851248,4416,0.406,-1.364,100,851248,3,983,652,174.289,12.0,1.699,0.588,0.935,2645,0.01,n
2692,174,298,7196.349,1523.716,4864,11376,969.839,658.658,968.931,657.942,65.923,959,647,21,22,24.985,15.186,131.875,0.862,25.239,2144512,6864,0.638,-0.536,100,2144512,3,964,647,123.69,15.556,1.645,0.608,0.952,2645,0.01,n
2693,175,70,4891.429,416.126,4064,5808,690.543,652.157,690.394,652.086,29.992,685,648,10,9,9.995,8.918,164.895,0.978,10.63,342400,4896,0.139,-0.61,100,342400,3,686,649,138.814,9.0,1.121,0.892,0.952,2645,0.01,n
2694,176,131,4593.588,447.854,3728,6112,611.584,659.149,611.695,659.348,40.948,604,653,14,13,13.241,12.597,59.7,0.982,14.318,601760,4496,1.065,1.285,100,601760,3,604,660,12.095,12.728,1.051,0.951,0.953,2645,0.01,n
2695,177,40,7952.8,690.357,6608,9360,671.8,656.775,671.699,656.834,22.803,668,653,7,8,8.31,6.129,63.331,0.967,8.602,318112,8096,-0.196,-0.717,100,318112,3,669,660,54.462,6.364,1.356,0.737,0.941,2645,0.01,n
2696,178,89,5385.528,2086.499,3664,11728,586.208,660.478,585.949,661.362,35.04,581,655,11,12,12.672,8.942,46.198,0.911,13.601,479312,4448,1.737,1.823,100,479312,3,582,666,53.973,9.192,1.417,0.706,0.957,2645,0.01,n
